45-4545-6M-BLACK-FB,45mm X 45mm T-SLOT EXTRUSION 6M BAR FULL BLACK ANODIZE,EA,270.30
45-4545-BLACK-FB,45mm X 45mm T-SLOT EXTRUSION FULL BLACK ANODIZE,mm,0.05
45-4545-LITE,45mm X 45mm LITE T-SLOTTED EXTRUSION,mm,0.02
45-4545-LITE-4M,45mm X 45mm LITE T-SLOTTED EXTRUSION 4M BAR,EA,89.13
45-4545-LITE-4M-BLACK-FB,45mm X 45mm LITE T-SLOT EXTRUSION 4M BAR FULL BLACK ANODIZE,EA,149.98
45-4545-LITE-6M,45mm X 45mm LITE T-SLOTTED EXTRUSION 6M BAR,EA,132.42
45-4545-LITE-6M-BLACK-FB,45mm X 45mm LITE T-SLOT EXTRUSION 6M BAR FULL BLACK ANODIZE,EA,224.96
45-4545-LITE-BLACK-FB,45mm X 45mm LITE T-SLOT EXTRUSION FULL BLACK ANODIZE,mm,0.04
45-4590,45mm X 90mm T-SLOTTED EXTRUSION,mm,0.07
45-4590-4M,45mm X 90mm T-SLOTTED EXTRUSION 4M BAR,EA,276.58
45-4590-4M-BLACK-FB,45mm X 90mm T-SLOT EXTRUSION 4M BAR FULL BLACK ANODIZE,EA,348.76
45-4590-6M,45mm X 90mm T-SLOTTED EXTRUSION 6M BAR,EA,413.27
45-4590-6M-BLACK-FB,45mm X 90mm T-SLOT EXTRUSION 6M BAR FULL BLACK ANODIZE,EA,523.14
45-4590-BLACK-FB,45mm X 90mm T-SLOT EXTRUSION FULL BLACK ANODIZE,mm,0.09
45-9090,90mm X 90mm T-SLOTTED EXTRUSION,mm,0.11
45-9090-4M,90mm X 90mm T-SLOTTED EXTRUSION 4M BAR,EA,468.22
45-9090-4M-BLACK-FB,90mm X 90mm T-SLOT EXTRUSION 4M BAR FULL BLACK ANODIZE,EA,617.31
45-9090-6M,90mm X 90mm T-SLOTTED EXTRUSION 6M BAR,EA,700.58
45-9090-6M-BLACK-FB,90mm X 90mm T-SLOT EXTRUSION 6M BAR FULL BLACK ANODIZE,EA,925.95
45-9090-BLACK-FB,90mm X 90mm T-SLOT EXTRUSION FULL BLACK ANODIZE,mm,0.15
2015,1010 END CAP BLACK W/PUSH-INS ,EA,1.36
2015BLU,1010 END CAP BLUE W/PUSH-INS ,EA,1.36
2015GRA,1010 END CAP GRAY W/PUSH-INS ,EA,1.36
2015-PLAIN,1010 END CAP BLACK W/PUSH-INS ,EA,1.56
2015RED,1010 END CAP RED W/PUSH-INS ,EA,1.36
2015YEL,1010 END CAP YELLOW W/PUSH-INS ,EA,1.36
2021,15/40 SERIES DOOR STOP ,EA,4.96
2022,1012 END CAP BLACK W/PUSH-INS ,EA,1.36
2022BLU,1012 END CAP BLUE W/PUSH-INS ,EA,1.36
2022GRA,1012 END CAP GRAY W/PUSH-INS ,EA,1.36
2022-PLAIN,1012 END CAP BLACK W/PUSH-INS ,EA,1.56
2022RED,1012 END CAP RED W/PUSH-INS ,EA,1.36
2022YEL,1012 END CAP YELLOW W/PUSH-INS ,EA,1.36
2025,1020 END CAP BLACK W/PUSH-INS ,EA,1.75
2025BLU,1020 END CAP BLUE W/PUSH-INS ,EA,1.94
2025GRA,1020 END CAP GRAY W/PUSH-INS ,EA,1.94
2025-PLAIN,1020 END CAP BLACK W/PUSH-INS ,EA,2.07
2025RED,1020 END CAP RED W/PUSH-INS ,EA,1.94
2025YEL,1020 END CAP YELLOW W/PUSH-INS ,EA,1.94
2026,1030 END CAP BLACK W/PUSH-INS ,EA,1.91
2026BLU,1030 END CAP BLUE W/PUSH-INS ,EA,1.91
2026GRA,1030 END CAP GRAY W/PUSH-INS ,EA,1.91
2026-PLAIN,1030 END CAP BLACK W/PUSH-INS ,EA,2.04
2026RED,1030 END CAP RED W/PUSH-INS ,EA,1.91
2026YEL,1030 END CAP YELLOW W/PUSH-INS ,EA,1.91
2028,2020 END CAP BLACK W/PUSH-INS ,EA,2.00
2028BLU,2020 END CAP BLUE W/PUSH-INS ,EA,2.00
2028GRA,2020 END CAP GRAY W/PUSH-INS ,EA,2.00
2028-PLAIN,2020 END CAP BLACK W/PUSH-INS ,EA,2.14
2028RED,2020 END CAP RED W/PUSH-INS ,EA,2.00
2028YEL,2020 END CAP YELLOW W/PUSH-INS ,EA,2.00
2030,1515 / 1515-LITE END CAP BLACK W/PUSH-INS,EA,1.75
2030BLU,1515 / 1515-LITE END CAP BLUE W/PUSH-INS,EA,1.75
2030GRA,1515 / 1515-LITE END CAP GRAY W/PUSH-INS,EA,1.75
2030-PLAIN,1515 / 1515-LITE END CAP BLACK W/PUSH-INS,EA,2.00
2030RED,1515 / 1515-LITE END CAP RED W/PUSH-INS,EA,1.75
2030YEL,1515 / 1515-LITE END CAP YELLOW W/PUSH-INS,EA,1.75
2035,1517 END CAP BLACK W/PUSH-INS ,EA,1.75
2035BLU,1517 END CAP BLUE W/PUSH-INS ,EA,1.75
2035GRA,1517 END CAP GRAY W/PUSH-INS ,EA,1.75
2035-PLAIN,1517 END CAP BLACK W/PUSH-INS ,EA,1.87
2035RED,1517 END CAP RED W/PUSH-INS ,EA,1.75
2035YEL,1517 END CAP YELLOW W/PUSH-INS ,EA,1.75
2036,"END CAP, BLACK FOR 1575/1534-L ",EA,2.19
2037,"END CAP, BLACK FOR 3075/3034-L ",EA,2.32
2045,1530 / 1530-LITE END CAP BLACK W/PUSH-INS,EA,2.07
2045BLU,1530 / 1530-LITE END CAP BLUE W/PUSH-INS,EA,2.07
2045GRA,1530 / 1530-LITE END CAP GRAY W/PUSH-INS,EA,2.07
2045-PLAIN,1530 / 1530-LITE END CAP BLACK W/PUSH-INS,EA,2.19
2045RED,1530 / 1530-LITE END CAP RED W/PUSH-INS,EA,2.07
2045YEL,1530/1530-LITE END CAP YELLOW W/PUSH-INS,EA,2.07
2046,1545 END CAP BLACK W/PUSH-INS ,EA,2.26
2046BLU,1545 END CAP BLUE W/PUSH-INS ,EA,2.26
2046GRA,1545 END CAP GRAY W/PUSH-INS ,EA,2.26
2046-PLAIN,1545 END CAP BLACK W/PUSH-INS ,EA,2.38
2046RED,1545 END CAP RED W/PUSH-INS ,EA,2.26
2046YEL,1545 END CAP YELLOW W/PUSH-INS ,EA,2.26
2050,3030 END CAP BLACK W/PUSH-INS ,EA,2.38
2050BLU,3030 END CAP BLUE W/PUSH-INS ,EA,2.38
2050GRA,3030 END CAP GRAY W/PUSH-INS ,EA,2.38
2050-PLAIN,3030 END CAP BLACK W/PUSH-INS ,EA,2.51
2050RED,3030 END CAP RED W/PUSH-INS ,EA,2.38
2050YEL,3030 END CAP YELLOW W/PUSH-INS ,EA,2.38
2051,15 S TOP MOUNT BI-FOLD DOOR HANGER ASSEMBLY,EA,8.03
2052,ECONOMY INSIDE L-HANDLE ,EA,11.49
2053,DEADBOLT W/ TOP LATCH ,EA,24.95
2053-BLACK,BLACK DEADBOLT W/ TOP LATCH ,EA,29.86
2054,DETENT HINGE DOOR STOP ,EA,6.10
2054-BLACK,BLACK DETENT HINGE DOOR STOP ,EA,7.73
2055,ECONOMY L-HANDLE ,EA,31.00
2056,SMALL FLUSH HANDLE ,EA,16.11
2057,SLIDING DOOR LOCK ,EA,26.83
2058,MEDIUM FLUSH HANDLE ,EA,16.91
2059,10 S TOP MOUNT BI-FOLD DOOR HANGER ASSEMBLY,EA,7.77
2060,LARGE PLASTIC DOOR HANDLE-BLACK,EA,10.79
2061,MEDIUM PLASTIC DOOR HANDLE-BLACK,EA,8.80
2062,SMALL PLASTIC DOOR HANDLE-BLACK,EA,5.40
2063,ECONOMY LOCKING L-HANDLE ,EA,23.23
2064,10 S RIGHT HAND LIFT-OFF HINGE ASSEMBLY,EA,36.41
2064-BLACK,10 S RIGHT HAND LIFT-OFF HINGE ASSEMBLY BLACK ANODIZE,EA,41.85
2065,10 S LEFT HAND LIFT-OFF HINGE ASSEMBLY,EA,36.41
2065-BLACK,10 S LEFT HAND LIFT-OFF HINGE ASSEMBLY BLACK ANODIZE,EA,41.85
2066,10 S HEAVY DUTY HINGE ,EA,27.70
2066-BLACK,10 S HEAVY DUTY HINGE BLACK ANODIZE,EA,31.52
2067,10 S WHITE DOOR GLIDE ,EA,3.62
2068,15 S WHITE DOOR GLIDE ,EA,5.09
2069,3 LB PULL FORCE CATCH AND KEEPER,EA,9.25
2070,STEEL DOOR HANDLE ,EA,5.72
2071,10 S BLACK DETENT HINGE ,EA,19.39
2073,10 S RIGHT HAND LIFT-OFF HINGE SECTION W/ LONG PIN,EA,9.24
2073-BLACK,BLACK 10 S RIGHT HAND LIFT-OFF HINGE SECTION W/ LONG PIN,EA,10.98
2074,10 S LEFT HAND LIFT-OFF HINGE SECTION W/ LONG PIN,EA,9.24
2074-BLACK,BLACK 10 S LEFT HAND LIFT-OFF HINGE SECTION W/ LONG PIN,EA,10.98
2075,10 S RIGHT HAND LIFT-OFF HINGE SECTION W/ SHORT PIN,EA,9.24
2075-BLACK,BLACK 10 S RIGHT HAND LIFT-OFF HINGE SECTION W/ SHORT PIN,EA,10.98
2076,10 S LEFT HAND LIFT-OFF HINGE SECTION W/ SHORT PIN,EA,9.24
2076-BLACK,BLACK 10 S LEFT HAND LIFT-OFF HINGE SECTION W/ SHORT PIN,EA,10.98
2077,10 S LIFT-OFF HINGE SECTION W/ BUSHING,EA,9.24
2077-BLACK,BLACK 10 S LIFT-OFF HINGE SECTION W/ BUSHING,EA,10.98
2078,10 S LIFT-OFF HINGE SECTION W/ TWO PINS,EA,10.56
2078-BLACK,BLACK 10 S LIFT-OFF HINGE SECTION W/ TWO PINS,EA,12.42
2079,OFFSET HANDLE ,EA,12.91
2080,15 S ADJUSTABLE HINGE ,EA,16.11
2081,10 S ADJUSTABLE HINGE ,EA,9.38
2082,CHROME LOCKING T-HANDLE ,EA,89.80
2083,CHROME T-HANDLE ,EA,67.99
2084,10 S TO 15 S ALUMINUM TRANSITION HINGE,EA,12.00
2084-BLACK,10 S TO 15 S ALUMINUM TRANSITION HINGE BLACK ANODIZE,EA,14.81
2085,15 S ALUMINUM HINGE ,EA,10.27
2085-BLACK,15 S ALUMINUM HINGE BLACK ANODIZE,EA,13.23
2086,10 S ALUMINUM HINGE ,EA,7.91
2086-BLACK,10 S ALUMINUM HINGE BLACK ANODIZE,EA,10.00
2087,CHROME LOCKING L-HANDLE ,EA,89.80
2088,5 LB PULL FORCE CATCH AND KEEPER,EA,9.25
2089,CHROME L-HANDLE ,EA,53.24
2090,MAGNETIC DOOR CATCH ,EA,8.80
2091,15 S DETENT HINGE ,EA,24.19
2092,SMALL HOLE LIFT-OFF HINGE-1515 ,EA,5.38
2093,15 S RIGHT HAND LIFT-OFF HINGE SECTION W/ LONG PIN,EA,7.48
2093-BLACK,15 S RIGHT HAND LIFT-OFF HINGE SECTION W/ LONG PIN,EA,9.04
2094,15 S LEFT HAND LIFT-OFF HINGE SECTION W/ LONG PIN,EA,7.48
2094-BLACK,BLACK 15 S LEFT HAND LIFT-OFF HINGE SECTION W/ LONG PIN,EA,9.04
2095,15 S RIGHT HAND LIFT-OFF HINGE SECTION W/ SHORT PIN,EA,7.48
2095-BLACK,BLACK 15 S RIGHT HAND LIFT-OFF HINGE SECTION W/ SHORT PIN,EA,9.04
2096,15 S LEFT HAND LIFT-OFF HINGE SECTION W/ SHORT PIN,EA,7.48
2096-BLACK,BLACK 15 S LEFT HAND LIFT-OFF HINGE SECTION W/ SHORT PIN,EA,9.04
2097,15 S LIFT-OFF HINGE SECTION W/BUSHING,EA,8.00
2097-BLACK,BLACK 15 S LIFT-OFF HINGE SECTION W/BUSHING,EA,9.82
2098,15 S DOUBLE LIFT-OFF HINGE SECTION W/ TWO PINS,EA,9.24
2098-BLACK,BLACK 15 S DOUBLE LIFT-OFF HINGE SECTION W/ TWO PINS,EA,10.98
2099,10 S TOOL HANGER ,EA,10.79
2100,15 S TOOL HANGER ,EA,13.87
2101,10 S TO 15 S RIGHT HAND TRANSITION LIFT-OFF HINGE ASSEMBLY,EA,34.63
2101-BLACK,10 S TO 15 S RIGHT HAND TRANSITION LIFT-OFF HINGE ASSEMBLY BLACK,EA,40.00
2102,10 S TO 15 S LEFT HAND TRANSITION LIFT-OFF HINGE ASSEMBLY,EA,34.63
2102-BLACK,10 S TO 15 S LEFT HAND TRANSITION LIFT-OFF HINGE ASSEMBLY BLACK,EA,40.00
2103,10 S TO 15 S HEAVY DUTY TRANSITION HINGE ASSEMBLY,EA,25.72
2103-BLACK,10 S TO 15 S HEAVY DUTY TRANSITION HINGE ASSEMBLY BLACK ANODIZE,EA,29.61
2104,15 S RIGHT HAND LIFT-OFF HINGE ASSEMBLY,EA,34.63
2104-BLACK,15 S RIGHT HAND LIFT-OFF HINGE ASSEMBLY BLACK ANODIZE,EA,39.90
2105,15 S LEFT HAND LIFT-OFF HINGE ASSEMBLY,EA,34.63
2105-BLACK,15 S LEFT HAND LIFT-OFF HINGE ASSEMBLY BLACK ANODIZE,EA,31.99
2106,15 S HEAVY DUTY LIFT-OFF HINGE ASSEMBLY,EA,25.72
2106-BLACK,15 S HEAVY DUTY LIFT-OFF HINGE ASSEMBLY BLACK ANODIZE,EA,29.61
2107,DEADBOLT W/ SIDE LATCH ,EA,24.95
2107-BLACK,BLACK DEADBOLT W/ SIDE LATCH ,EA,29.64
2108,SPRING SNAP HOOK ,EA,4.06
2109,15 S T-SLOT COVER-SAFETY YELLOW,EA,4.44
2110,15 S T-SLOT COVER-BLACK ,EA,4.44
2111,15 S T-SLOT COVER-GRAY ,EA,4.44
2112,10 S T-SLOT COVER-SAFETY YELLOW,EA,4.44
2113,10 S T-SLOT COVER-BLACK ,EA,4.44
2114,10 S T-SLOT COVER-GRAY ,EA,4.44
2115,15 S RUBBER PANEL GASKET ,FT,0.70
2116,10 S RUBBER PANEL GASKET ,FT,0.48
2117,15 S RUBBER PANEL GASKET - BOX ,BOX,90.97
2118,10 S RUBBER PANEL GASKET - BOX ,BOX,60.62
2119,15 SERIES ALUM T-SLOT COVER ANODIZE,IN,0.15
2119-72.5,"15 SERIES ALUM T-SLOT COVER ANODIZE 72.5"" STOCK BAR",EA,9.48
2119-BLACK,15 SERIES ALUM T-SLOT COVER BLACK ANODIZE,IN,0.42
2119-BLACK-72.5,"15 SERIES ALUM T-SLOT COVER BLACK ANODIZE 72.5"" STOCK BAR",EA,27.23
2120,15 S PANEL GASKET ,EA,4.44
2121,15 S KEEPER MOUNT PLATE FOR GRABBER DOOR CATCH,EA,8.25
2121-BLACK,BLACK 15 S KEEPER MOUNT PLATE FOR GRABBER DOOR CATCH,EA,12.86
2122,10 S KEEPER MOUNT PLATE FOR GRABBER DOOR CATCH,EA,6.34
2122-BLACK,BLACK 10 S KEEPER MOUNT PLATE FOR GRABBER DOOR CATCH,EA,9.46
2123,CATCH MOUNT PLATE ,EA,6.08
2123-BLACK,BLACK CATCH MOUNT PLATE ,EA,8.51
2124,"10 S 1"" X 2"" BASE PLATE W/ 5/16-18 TAP IN CENTER",EA,12.87
2124-BLACK,"BLACK 10 S 1"" X 2"" BASE PLATE W/ 5/16-18 TAP IN CENTER",EA,15.27
2125,10 LB PULL FORCE GRABBER DOOR CATCH AND KEEPER,EA,8.03
2126,VELCRO LATCH ,EA,9.44
2127,"10 S 2"" X 2"" BASE PLATE W/ 5/16-18 TAP IN CENTER",EA,18.02
2127-BLACK,"BLACK 10 S 2"" X 2"" BASE PLATE W/ 5/16-18 TAP IN CENTER",EA,20.88
2128,"10 S 1"" X 2"" BASE PLATE W/ 1/4-20 TAP IN CENTER",EA,12.87
2128-BLACK,"BLACK 10 S 1"" X 2"" BASE PLATE W/ 1/4-20 TAP IN CENTER",EA,15.47
2129,"10 S 1"" X 2"" BASE PLATE W/ 3/8-16 TAP IN CENTER",EA,12.87
2129-BLACK,"BLACK 10 S 1"" X 2"" BASE PLATE W/ 3/8-16 TAP IN CENTER",EA,15.21
2130,"15 S 1.5"" X 3"" BASE PLATE W/ 3/8-16 TAP IN CENTER",EA,14.92
2130-BLACK,"BLACK 15 S 1.5"" X 3"" BASE PLATE W/ 3/8-16 TAP IN CENTER",EA,17.51
2131,"10 S 2"" X 2"" BASE PLATE W/ 3/8-16 TAP IN CENTER",EA,18.02
2131-BLACK,"BLACK 10 S 2"" X 2"" BASE PLATE W/ 3/8-16 TAP IN CENTER",EA,20.95
2132,"10 S 2"" X 2"" BASE PLATE W/ 1/2-13 TAP IN CENTER",EA,18.02
2132-BLACK,"BLACK 10 S 2"" X 2"" BASE PLATE W/ 1/2-13 TAP IN CENTER",EA,21.11
2133,"1.5"" X 4.5"" GASKET FOR PRESSURE MANIFOLD PLATE",EA,2.38
2134,TENSION BALL LATCH WITH MOUNTING BRACKETS,EA,29.59
2134-BLACK,BLACK TENSION BALL LATCH WITH MOUNTING BRACKETS,EA,34.80
2135,"15 S 1.5"" X 3"" BASE PLATE W/ 1/2-13 TAP IN CENTER",EA,14.92
2135-BLACK,"BLACK 15 S 1.5"" X 3"" BASE PLATE W/ 1/2-13 TAP IN CENTER",EA,17.72
2136,"10 S 2"" X 2"" BASE PLATE W/ 5/16-18 TAP IN CORNER",EA,18.02
2136-BLACK,"BLACK 10 S 2"" X 2"" BASE PLATE W/ 5/16-18 TAP IN CORNER",EA,20.88
2137,"10 S 1"" X 2"" BASE PLATE W/ 7/16-14 TAP IN CENTER",EA,12.87
2137-BLACK,"BLACK 10 S 1"" X 2"" BASE PLATE W/ 7/16-14 TAP IN CENTER",EA,15.27
2138,"15 S 1.5"" X 3"" BASE PLATE W/ 7/16-14 TAP IN CENTER",EA,14.92
2138-BLACK,"BLACK 15 S 1.5"" X 3"" BASE PLATE W/ 7/16-14 TAP IN CENTER",EA,17.60
2139,"10 S 2"" X 2"" BASE PLATE W/ 7/16-14 TAP IN CENTER",EA,18.02
2139-BLACK,"BLACK 10 S 2"" X 2"" BASE PLATE W/ 7/16-14 TAP IN CENTER",EA,21.55
2140,"15 S 3"" X 3"" BASE PLATE W/ 1/2-13 TAP IN CENTER",EA,21.18
2140-BLACK,"BLACK 15 S 3"" X 3"" BASE PLATE W/ 1/2-13 TAP IN CENTER",EA,26.05
2141,"15 S 3"" X 3"" BASE PLATE W/ 1/2-13 TAP IN CORNER",EA,21.18
2141-BLACK,"BLACK 15 S 3"" X 3"" BASE PLATE W/ 1/2-13 TAP IN CORNER",EA,24.41
2142,"10 S 2"" X 2"" BASE PLATE W/ 3/8-16 TAP IN CORNER",EA,18.02
2142-BLACK,"BLACK 10 S 2"" X 2"" BASE PLATE W/ 3/8-16 TAP IN CORNER",EA,20.88
2143,"10 S 2"" X 2"" BASE PLATE W/ 7/16-14 TAP IN CORNER",EA,18.02
2143-BLACK,"BLACK 10 S 2"" X 2"" BASE PLATE W/ 7/16-14 TAP IN CORNER",EA,20.88
2144,"3"" X 6"" GASKET FOR PRESSURE MANIFOLD",EA,3.73
2145,"15 S 3"" X 3"" BASE PLATE W/ 7/16-14 TAP IN CENTER",EA,21.18
2145-BLACK,"BLACK 15 S 3"" X 3"" BASE PLATE W/ 7/16-14 TAP IN CENTER",EA,25.92
2146,"15 S 3"" X 3"" BASE PLATE W/ 7/16-14 TAP IN CORNER",EA,21.18
2146-BLACK,"BLACK 15 S 3"" X 3"" BASE PLATE W/ 7/16-14 TAP IN CORNER",EA,25.92
2147,HEAVY DUTY FLANGE MOUNT CASTER PLATE,EA,38.46
2147-BLACK,BLACK HEAVY DUTY FLANGE MOUNT CASTER PLATE,EA,45.85
2148,POSITION FLOOR LOCK BASE PLATE ,EA,38.46
2148-BLACK,BLACK POSITION FLOOR LOCK BASE PLATE,EA,44.79
2150,"1.5"" X 3"" END MOUNT PRESSURE MANIFOLD PLATE W/ 3/8"" NPT",EA,16.63
2150-BLACK,"BLACK 1.5"" X 3"" END MOUNT PRESSURE MANIFOLD PLATE W/ 3/8"" NPT",EA,19.43
2151,"1"" X 2"" END MOUNT PRESSURE MANIFOLD PLATE W/ 1/4"" NPT",EA,14.59
2151-BLACK,"BLACK 1"" X 2"" END MOUNT PRESSURE MANIFOLD PLATE W/ 1/4"" NPT",EA,17.08
2152,"1"" X 2"" GASKET FOR PRESSURE MANIFOLD",EA,0.45
2153,"1.5"" X 3"" GASKET FOR PRESSURE MANIFOLD",EA,0.70
2154,"2"" X 2"" GASKET FOR PRESSURE MANIFOLD",EA,0.48
2155,"3"" X 3"" GASKET FOR PRESSURE MANIFOLD",EA,0.90
2156,RUBBER O-RING FOR 1530 PRESSURE MANIFOLD,EA,0.46
2157,RUBBER O-RING FOR 1020 PRESSURE MANIFOLD,EA,0.25
2159,"2"" X 2"" END MOUNT PRESSURE MANIFOLD PLATE W/ 3/8"" NPT",EA,22.17
2159-BLACK,"BLACK 2"" X 2"" END MOUNT PRESSURE MANIFOLD PLATE W/ 3/8"" NPT",EA,25.48
2160,"3"" X 3"" END MOUNT PRESSURE MANIFOLD PLATE W/ 1/2"" NPT",EA,23.55
2160-BLACK,"BLACK 3"" X 3"" END MOUNT PRESSURE MANIFOLD PLATE W/ 1/2"" NPT",EA,27.08
2161,"1.5"" X 4.5"" END MOUNT PRESSURE MANIFOLD PLATE - BLANK",EA,22.89
2161-BLACK,"BLACK 1.5"" X 4.5"" END MOUNT PRESSURE MANIFOLD PLATE - BLANK",EA,26.39
2162,"1.5"" X 4.5"" END MOUNT PRESSURE MANIFOLD PLATE W/ 3/8"" NPT",EA,24.28
2162-BLACK,"BLACK 1.5"" X 4.5"" END MNT PRESSURE MANIFOLD PLATE W/ 3/8"" NPT",EA,27.97
2163,"3"" X 6"" END MOUNT PRESSURE MANIFOLD PLATE - BLANK",EA,34.63
2163-BLACK,"3"" X 6"" END MOUNT PRESSURE MANIFOLD PLATE - BLANK BLACK ANODIZE",EA,40.27
2164,"3"" X 6"" END MOUNT PRESSURE MANIFOLD W/ 3/8"" NPT & 1/2"" NPT",EA,40.16
2164-BLACK,"BLACK 3"" X 6"" END MNT PRESSURE MANIFOLD W/ 3/8 NPT & 1/2 NPT",EA,45.96
2165,15 S LEVELING/ANCHORING BASEPLATE,EA,16.63
2165-BLACK,BLACK 15 S LEVELING/ANCHORING BASEPLATE,EA,19.38
2166,10 S LEVELING/ANCHORING BASEPLATE,EA,13.86
2166-BLACK,BLACK 10 S LEVELING/ANCHORING BASE  PLATE,EA,16.49
2167,LEVELING/ANCHORING BASE PLATE W/ 1/4-20 TAP FOR 1020,EA,17.81
2167-BLACK,BLACK LEVELING/ANCHORING BASEPLATE W/ 1/4-20 TAP FOR 1020,EA,20.94
2168,LEVELING/ANCHORING BASE PLATE W/ 3/8-16 TAP FOR 1020,EA,17.81
2168-BLACK,BLACK LEVELING/ANCHORING BASEPLATE W/ 3/8-16 TAP FOR 1020,EA,21.15
2169,LEVELING/ANCHORING BASE PLATE W/ 3/8-16 TAP FOR 2020,EA,21.05
2169-BLACK,BLACK LEVELING/ANCHORING BASEPLATE W/ 3/8-16 TAP FOR 2020,EA,26.17
2170,LEVELING/ANCHORING BASEPLATE W/ 3/8-16 TAP FOR 1530,EA,19.40
2170-BLACK,BLACK LEVELING/ANCHORING BASEPLATE W/ 3/8-16 TAP FOR 1530,EA,22.61
2171,LEVELING/ANCHORING BASE PLATE W/ 1/2-13 TAP 2020,EA,18.02
2171-BLACK,BLACK LEVELING/ANCHORING BASEPLATE W/ 1/2-13 TAP 2020,EA,21.41
2172,"1"" X 3"" GASKET FOR PRESSURE MANIFOLD",EA,2.32
2173,"2"" X 4"" GASKET FOR PRESSURE MANIFOLD",EA,2.51
2175,LEVELING/ANCHORING BASE PLATE W/ 1/2-13 TAP FOR 1530,EA,19.40
2175-BLACK,BLACK LEVELING/ANCHORING BASEPLATE  W/ 1/2-13 TAP FOR 1530,EA,23.05
2177,10 S SILICONE PANEL GASKET-GRAY,FT,1.61
2178,15 S SILICONE PANEL GASKET GREY,FT,2.38
2180,LEVELING/ANCHORING BASE PLATE W/ 1/2-13 TAP FOR 3030,EA,24.61
2180-BLACK,BLACK LEVELING/ANCHORING BASEPLATE W/ 1/2-13 TAP FOR 3030,EA,30.72
2181,3/8-16 BASE GLIDE ,EA,8.93
2182,1/2-13 BASE GLIDE ,EA,9.57
2183,3/8-16 BASE GLIDE ,EA,8.61
2184,1/2-13 BASE GLIDE ,EA,9.06
2186,1/4-20 ECONOMY FURNITURE GLIDE ,EA,3.10
2187,5/16-18 ECONOMY FURNITURE GLIDE,EA,3.99
2188,3/8-16 ECONOMY FURNITURE GLIDE ,EA,4.44
2189,1/2-13 ECONOMY FURNITURE GLIDE ,EA,6.88
2190,3/8-16 DELUXE LEVELING FOOT ,EA,16.57
2191,3/8-16 ECONOMY LEVELING FOOT ,EA,3.42
2192,1/4-20 DELUXE LEVELING FOOT ,EA,15.53
2193,1/4-20 ECONOMY LEVELING FOOT ,EA,1.29
2194,5/16-18 DELUXE LEVELING FOOT ,EA,15.53
2195,5/16-18 ECONOMY LEVELING FOOT ,EA,2.00
2200,1/2-13 DELUXE LEVELING FOOT ,EA,19.25
2201,1/2-13 ECONOMY LEVELING FOOT ,EA,3.42
2202,3/4-10 DELUXE LEVELING FOOT ,EA,40.35
2203,1/4-20 FURNITURE STYLE GLIDE ,EA,3.10
2204,3/8-16 FURNITURE STYLE GLIDE ,EA,8.23
2205,3/8-24 MACHINERY MOUNT ,EA,49.20
2207,3/8-16 ECONOMY ANTI-VIBRATION MOUNT,EA,24.46
2208,1/2-13 ECONOMY ANTI-VIBRATION MOUNT,EA,33.17
2209,3/4-10 ECONOMY ANTI-VIBRATION MOUNT,EA,72.61
2210,15 S UPPER DOOR TRACK ,IN,0.32
2210-145,"15 S UPPER DOOR TRACK145"" BAR",EA,48.44
2210-BLACK,15 S UPPER DOOR TRACK BLACK ANODIZE,IN,0.64
2211,10 S UPPER DOOR TRACK ,IN,0.25
2211-145,"10 S UPPER DOOR TRACK145"" BAR",EA,39.26
2211-BLACK,10 S UPPER DOOR TRACK BLACK ANODIZE,IN,0.57
2215,ANTI VIBRATION FOOT 3/8-16 ,EA,49.20
2216,ANTI VIBRATION FOOT 1/2-13 ,EA,64.60
2217,ANTI VIBRATION FOOT 3/4-10 ,EA,94.29
2220,15 S LOWER DOOR TRACK ,IN,0.32
2220-145,"15 S LOWER DOOR TRACK145"" BAR",EA,48.44
2220-BLACK,15 S LOWER DOOR TRACK BLACK ANODIZE,IN,0.64
2221,10 S LOWER DOOR TRACK ,IN,0.25
2221-145,"10 S LOWER DOOR TRACK145"" BAR",EA,39.26
2221-BLACK,10 S LOWER DOOR TRACK BLACK ANODIZE,IN,0.57
2230-BLU,"PARTS CONTAINER5.375"" X 4.125"" X 3""",EA,2.00
2230-RED,"PARTS CONTAINER5.375"" X 4.125"" X 3""",EA,2.00
2230-YEL,"PARTS CONTAINER5.375"" X 4.125"" X 3""",EA,2.00
2240-BLU,"PARTS CONTAINER7.375"" X 4.125"" X 3""",EA,3.86
2240-RED,"PARTS CONTAINER7.375"" X 4.125"" X 3""",EA,3.86
2240-YEL,"PARTS CONTAINER7.375"" X 4.125"" X 3""",EA,3.86
2250-BLU,"PARTS CONTAINER10.875"" X 5.5"" X 5""",EA,8.10
2250-RED,"PARTS CONTAINER10.875"" X 5.5"" X 5""",EA,8.10
2250-YEL,"PARTS CONTAINER10.875"" X 5.5"" X 5""",EA,8.10
2264,"6"" ALUMINUM CONTAINER HANGER ",EA,9.04
2264-BLACK,"BLACK 6"" ALUMINUM CONTAINER HANGER",EA,11.85
2265,"12"" ALUMINUM CONTAINER HANGER ",EA,10.83
2265-BLACK,"BLACK 12"" ALUMINUM CONTAINER HANGER",EA,15.34
2270-BLU,"PARTS CONTAINER10.875"" X 11"" X 5""",EA,15.67
2270-RED,"PARTS CONTAINER10.875"" X 11"" X 5""",EA,15.67
